Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon
"Madrid, Spain - Sao Paulo, Brazil",MAD,SAO,40.5,-3.58,-14.24,-51.41
"Manchester, United Kingdom - Vilnius, Lithuania",MAN,VNO,50.1,8.56,54.64,25.28
"Bombay, India - Hong Kong, Hong Kong",HKG,BOM,22.3,113.94,19.09,72.86
"Dubai, United Arab Emirates - Gaborone, Botswana",DXB,GBE,-26.1,28.23,-24.56,25.93
"Newark, United States Of America - Turin, Italy",TRN,EWR,48.3,11.77,40.69,-74.18
"Lisbon, Portugal - Sao Paulo, Brazil",VCP,LIS,-23,-47.14,38.77,-9.13
"Dubai, United Arab Emirates - Tokyo, Japan",NRT,DXB,35.8,140.39,25.25,55.35
"Boston, United States Of America - Dallas, United States Of America",BOS,DFW,42.2,-71,32.87,-97.04
"Durban, South Africa - Johannesburg, South Africa",DUR,JNB,-30,30.95,-26.13,28.23
"New York, United States Of America - West Palm Beach, United States Of America",PBI,JFK,26.7,-80.09,40.64,-73.79
"Dar Es Salaam, United Rep. Of Tanzania - Gaborone, Botswana",GBE,DAR,-26.1,28.23,-6.88,39.2
"Los Angeles, United States Of America - Singapore, Singapore",SIN,LAX,1.3,103.98,34.05,-118.24
"Madrid, Spain - Paris, France",ORY,MAD,48.7,2.37,40.46,-3.58
"Atlanta, United States Of America - Dallas, United States Of America",ATL,DFW,42.9,-83.53,32.87,-97.04
"Glasgow, United Kingdom - Johannesburg, South Africa",GLA,JNB,51.5,-0.45,-26.13,28.23
"Bari, Italy - Milan, Italy",BRI,LIN,41.1,16.87,45.47,9.18
"Entebbe/kampala, Uganda - Johannesburg, South Africa",JNB,EBB,-26.1,28.23,0.04,32.44
"London, United Kingdom - Nice, France",LCY,NCE,51.5,0.05,43.67,7.21
"Copenhagen, Denmark - London, United Kingdom",LHR,CPH,51.5,-0.45,55.63,12.64
"Beirut, Lebanon - Cairo, Egypt",CAI,BEY,30.1,31.25,33.82,35.49
"Guernsey -channel Isl., United Kingdom - Manchester, United Kingdom",MAN,GCI,53.4,0.1,49.43,-2.6
"Atlanta, United States Of America - Paris, France",ATL,CDG,42.9,-83.53,49.01,2.54
"Dubai, United Arab Emirates - Lisbon, Portugal",DXB,LIS,49,2.54,38.77,-9.13
"Alma Ata, Kazakhstan - Atyrau, Kazakhstan",ALA,GUW,43.4,77.03,47.11,51.85
"Bahrain, Bahrain - Muscat, Oman",MCT,BAH,23.6,58.29,26.27,50.63
"Brisbane, Australia - Los Angeles, United States Of America",LAX,BNE,34.1,-118.24,-27.4,153.11
"Houston, United States Of America - Pittsburgh, United States Of America",IAH,PIT,30,-95.34,48.72,-94.74
"Manchester, United Kingdom - Portland, United States Of America",PDX,MAN,52.3,4.75,53.37,0.1
"Paris, France - Singapore, Singapore",CDG,SIN,49,2.54,1.34,103.98
"Johannesburg, South Africa - Nice, France",JNB,NCE,49,2.54,43.67,7.21
"Dubai, United Arab Emirates - Madras, India",DXB,MAA,25.3,55.35,13.05,80.23
"Alma Ata, Kazakhstan - Zurich, Switzerland",ZRH,ALA,50.1,8.56,43.36,77.03
"Bombay, India - London, United Kingdom",LHR,BOM,51.5,-0.45,19.09,72.86
"Dubai, United Arab Emirates - Riyadh, Saudi Arabia",DXB,RUH,25.3,55.35,24.94,46.71
"Chicago, United States Of America - Detroit, United States Of America",DTW,ORD,37.3,-107.75,41.6,-98.93
"Hamburg, Germany - Newark, United States Of America",EWR,HAM,51.5,-0.45,53.64,10.01
"Bombay, India - Poona, India",BOM,PNQ,19.1,72.86,18.58,73.91
"Basel-Mulhouse-Freiburg, Switzerland - San Francisco, United States Of America",SFO,BSL,50.1,8.56,47.55,7.59
"London, United Kingdom - Sydney, Australia",SYD,LHR,-33.9,151.23,51.47,-0.45
"Doha, Qatar - Sao Paulo, Brazil",DOH,GRU,25.3,51.56,-23.42,-46.48
"Dubai, United Arab Emirates - Washington Dc, United States Of America",DXB,IAD,40.6,-73.79,38.96,-77.45
"Hanover, Germany - Munich, Germany",HAJ,MUC,52.5,9.7,48.34,11.77
"Amsterdam, Netherlands - Hanover, Germany",AMS,HAJ,52.3,4.75,52.46,9.7
"Frankfurt, Germany - Munich, Germany",MUC,FRA,48.3,11.77,50.05,8.56
"Amsterdam, Netherlands - Zurich, Switzerland",AMS,ZRH,52.3,4.75,47.45,8.57
"Chicago, United States Of America - Montreal, Canada",YUL,ORD,45.5,-73.75,41.6,-98.93
"Milan, Italy - Trieste, Italy",LIN,TRS,45.5,9.18,45.65,13.77
"Boston, United States Of America - Denver, United States Of America",BOS,DEN,42.2,-71,39.77,-104.86
"Johannesburg, South Africa - Nairobi, Kenya",NBO,JNB,-1.3,36.81,-26.13,28.23
"Abu Dhabi, United Arab Emirates - Manchester, United Kingdom",AUH,MAN,24.4,54.64,53.37,0.1
"Abu Dhabi, United Arab Emirates - Manila, Philippines",MNL,AUH,14.5,121.02,24.42,54.64
"Lima, Peru - Santiago, Chile",LIM,SCL,-12,-77.11,-33.39,-70.79
"Santa Ana, United States Of America - Sao Paulo, Brazil",GRU,SNA,32.9,-97.04,37.41,-86.16
"Hamburg, Germany - London, United Kingdom",LGW,HAM,51.2,-0.16,53.64,10.01
"London, United Kingdom - Pittsburgh, United States Of America",LHR,PIT,39,-77.45,48.72,-94.74
"Dallas, United States Of America - New York, United States Of America",DFW,LGA,32.9,-97.04,40.77,-73.88
"Hong Kong, Hong Kong - London, United Kingdom",HKG,LHR,22.3,113.94,51.47,-0.45
"Sydney, Australia - Tokyo, Japan",NRT,SYD,35.8,140.39,-33.92,151.23
"Melbourne, Australia - Sydney, Australia",MEL,SYD,-37.7,144.85,-33.92,151.23
"Hong Kong, Hong Kong - Los Angeles, United States Of America",LAX,HKG,34.1,-118.24,22.32,113.94
"Denver, United States Of America - Los Angeles, United States Of America",DEN,LAX,39.8,-104.86,34.05,-118.24
"Geneva, Switzerland - Houston, United States Of America",IAH,GVA,40.7,-74.18,46.23,6.11
"Dubai, United Arab Emirates - Melbourne, Australia",MEL,DXB,-37.7,144.85,25.25,55.35
"London, United Kingdom - Los Angeles, United States Of America",LHR,LAX,51.5,-0.45,34.05,-118.24
"Accra, Ghana - Lagos, Nigeria",LOS,ACC,6.6,3.32,5.6,-0.17
"Tel Aviv-yafo, Israel - Zurich, Switzerland",ZRH,TLV,47.5,8.57,32.01,34.89
"San Francisco, United States Of America - Shanghai, China",PVG,SFO,31.1,121.8,37.61,-122.39
"Newark, United States Of America - San Francisco, United States Of America",SFO,EWR,37.6,-122.39,40.69,-74.18
"Albuquerque, United States Of America - San Francisco, United States Of America",ABQ,SFO,39.8,-104.86,37.61,-122.39
"Manila, Philippines - New York, United States Of America",MNL,JFK,14.5,121.02,40.64,-73.79
"New York, United States Of America - Panama City, Panama",JFK,PTY,40.6,-73.79,9.07,-79.38
"Boston, United States Of America - Toronto, Canada",BOS,YYZ,42.2,-71,43.68,-79.61
"Cape Town, South Africa - George, South Africa",CPT,GRJ,-34,18.59,-34,22.38
"Munich, Germany - Zurich, Switzerland",MUC,ZRH,48.3,11.77,47.45,8.57
"Perth, Australia - Sydney, Australia",SYD,PER,-33.9,151.23,-31.94,115.97
"Johannesburg, South Africa - Washington Dc, United States Of America",JNB,IAD,-26.1,28.23,38.96,-77.45
"Amsterdam, Netherlands - Geneva, Switzerland",GVA,AMS,46.2,6.11,52.31,4.75
"Bogota, Colombia - Santiago, Chile",SCL,BOG,-33.4,-70.79,4.7,-74.14
"Seoul, Republic Of Korea - Zurich, Switzerland",ICN,ZRH,48.3,11.77,47.45,8.57
"Austin, United States Of America - New York, United States Of America",AUS,LGA,32.9,-97.04,40.77,-73.88
"Doha, Qatar - Geneva, Switzerland",GVA,DOH,46.2,6.11,25.27,51.56
"London, United Kingdom - Lugano, Switzerland",LCY,LUG,47.5,8.57,46,8.91
"Belfast, United Kingdom - Glasgow, United Kingdom",BFS,GLA,54.7,-6.22,55.86,-4.43
"Calgary, Canada - Edmonton, Canada",YYC,YEG,51.1,-114.01,53.31,-113.58
"Moscow, Russia - Tselinograd, Kazakhstan",SVO,TSE,56,37.42,51.03,71.48
"East Midlands, United Kingdom - Glasgow, United Kingdom",EMA,GLA,52.8,-1.33,55.86,-4.43
"Dubai, United Arab Emirates - Lisbon, Portugal",LIS,DXB,38.8,-9.13,25.25,55.35
"Newark, United States Of America - Poona, India",PNQ,EWR,50.1,8.56,40.69,-74.18
"Melbourne, Australia - Perth, Australia",PER,MEL,-31.9,115.97,-37.67,144.85
"Athens, Greece - Milan, Italy",MXP,ATH,45.5,9.18,37.89,23.72
"Denver, United States Of America - San Francisco, United States Of America",DEN,SFO,39.8,-104.86,37.61,-122.39
"Beijing, China - Singapore, Singapore",PEK,SIN,40.1,116.58,1.34,103.98
"Cape Town, South Africa - London, United Kingdom",CPT,LHR,-34,18.59,51.47,-0.45
"Madras, India - Tokyo, Japan",NRT,MAA,1.3,103.98,13.05,80.23
"Newcastle, United Kingdom - Southampton, United Kingdom",SOU,NCL,51,-1.36,55.04,-1.71
"Houston, United States Of America - San Jose Del Cabo, Mexico",IAH,SJD,30,-95.34,23.16,-109.72
"Hamburg, Germany - London, United Kingdom",HAM,LHR,53.6,10.01,51.47,-0.45
"Dusseldorf, Germany - London, United Kingdom",DUS,LHR,51.3,6.78,51.47,-0.45
"Luxembourg, Luxembourg - Milan, Italy",LUX,MXP,49.6,6.21,45.47,9.18
"Houston, United States Of America - San Antonio, United States Of America",IAH,SAT,30,-95.34,37.91,-89.45
"Los Angeles, United States Of America - Minneapolis, United States Of America",MSP,LAX,44.9,-93.2,34.05,-118.24
"Philadelphia, United States Of America - Phoenix, United States Of America",PHL,PHX,44.9,-93.2,33.44,-112.03
"Florence, Italy - Frankfurt, Germany",FRA,FLR,50.1,8.56,43.8,11.2
"Leeds/bradford, United Kingdom - Southampton, United Kingdom",SOU,LBA,51,-1.36,53.87,-1.66
"London, United Kingdom - Rio De Janeiro, Brazil",GIG,LHR,-22.8,-43.24,51.47,-0.45
"Burbank, United States Of America - San Francisco, United States Of America",BUR,SFO,34.2,-118.35,37.61,-122.39
"Madrid, Spain - Singapore, Singapore",MAD,SIN,50.1,8.56,1.34,103.98
"Dubai, United Arab Emirates - Riyadh, Saudi Arabia",RUH,DXB,24.9,46.71,25.25,55.35
"London, United Kingdom - Riyadh, Saudi Arabia",LHR,RUH,51.5,-0.45,24.94,46.71
"Helsinki, Finland - Stockholm, Sweden",ARN,HEL,60.7,15.85,60.31,24.97
"Detroit, United States Of America - New York, United States Of America",DTW,JFK,37.3,-107.75,40.64,-73.79
"Brasilia, Brazil - Rio De Janeiro, Brazil",GIG,BSB,-22.8,-43.24,-15.86,-47.91
"Brasilia, Brazil - Sao Paulo, Brazil",BSB,GRU,-15.9,-47.91,-23.42,-46.48
"Lima, Peru - Sao Paulo, Brazil",GRU,LIM,-23.4,-46.48,-12.02,-77.11
"Jakarta-soekarno, Indonesia - Tokyo, Japan",CGK,NRT,-6.1,106.66,35.75,140.39
"Johannesburg, South Africa - Mahe Island, Seychelles Islands",SEZ,JNB,-20.4,57.68,-26.13,28.23
"Johannesburg, South Africa - Pietermaritzburg, South Africa",PZB,JNB,-29.6,30.39,-26.13,28.23
"London, United Kingdom - Malaga, Spain",AGP,LGW,36.7,-4.49,51.16,-0.16
"Frankfurt, Germany - Riyadh, Saudi Arabia",RUH,FRA,24.9,46.71,50.05,8.56
"Johannesburg, South Africa - Sydney, Australia",SYD,JNB,-33.9,151.23,-26.13,28.23
"Hong Kong, Hong Kong - Istanbul, Turkey",HKG,IST,22.3,113.94,41.04,28.99
"Paris, France - Singapore, Singapore",CDG,SIN,49,2.54,1.34,103.98
"New York, United States Of America - Raleigh/durham, United States Of America",RDU,JFK,35.9,-78.79,40.64,-73.79
"Houston, United States Of America - Manchester, United Kingdom",IAH,MAN,30,-95.34,53.37,0.1
"Bombay, India - Dubai, United Arab Emirates",BOM,DXB,19.1,72.86,25.25,55.35
"Los Angeles, United States Of America - Tokyo, Japan",LAX,NRT,34.1,-118.24,35.75,140.39
"Jersey-channel Islands, United Kingdom - Manchester, United Kingdom",MAN,JER,53.4,0.1,49.21,-2.19
"Delhi, India - Poona, India",DEL,PNQ,28.7,77.26,18.58,73.91
"Newark, United States Of America - San Jose, Costa Rica",EWR,SJO,40.7,-74.18,9.99,-84.21
"Hong Kong, Hong Kong - Singapore, Singapore",SIN,HKG,1.3,103.98,22.32,113.94
"Frankfurt, Germany - Poona, India",FRA,PNQ,50.1,8.56,18.58,73.91
"Bombay, India - Zurich, Switzerland",BOM,ZRH,19.1,72.86,47.45,8.57
"Glasgow, United Kingdom - London, United Kingdom",GLA,LHR,55.9,-4.43,51.47,-0.45
"Sydney, Australia - Toronto, Canada",SYD,YYZ,34.1,-118.24,43.68,-79.61
"Jakarta-soekarno, Indonesia - Singapore, Singapore",SIN,CGK,1.3,103.98,-6.13,106.66
"Bogota, Colombia - Medellin, Colombia",MDE,BOG,6.2,-75.43,4.7,-74.14
"Delhi, India - San Francisco, United States Of America",SFO,DEL,50.1,8.56,28.66,77.26
"Newark, United States Of America - Salt Lake City, United States Of America",EWR,SLC,40.7,-74.18,40.76,-111.89
"Dubai, United Arab Emirates - Muscat, Oman",MCT,DXB,23.6,58.29,25.25,55.35
"Atlanta, United States Of America - Nashville, United States Of America",BNA,ATL,36.1,-86.67,42.94,-83.53
"London, United Kingdom - Milan, Italy",LHR,LIN,51.5,-0.45,45.47,9.18
"Madrid, Spain - Vigo, Spain",VGO,MAD,42.2,-8.63,40.46,-3.58
"Frankfurt, Germany - Poona, India",PNQ,FRA,18.6,73.91,50.05,8.56
"Cairo, Egypt - Dubai, United Arab Emirates",CAI,DXB,30.1,31.25,25.25,55.35
"Moscow, Russia - Paris, France",SVO,CDG,56,37.42,49.01,2.54
"San Diego, United States Of America - San Francisco, United States Of America",SFO,SAN,37.6,-122.39,32.7,-102.18
"Chicago, United States Of America - San Francisco, United States Of America",ORD,SFO,41.6,-98.93,37.61,-122.39
"Chicago, United States Of America - New York, United States Of America",LGA,ORD,40.8,-73.88,41.6,-98.93
"New York, United States Of America - Paris, France",CDG,JFK,49,2.54,40.64,-73.79
"London, United Kingdom - San Diego, United States Of America",SAN,LHR,30,-95.34,51.47,-0.45
"Dubai, United Arab Emirates - London, United Kingdom",LHR,DXB,51.5,-0.45,25.25,55.35
"Bombay, India - Munich, Germany",MUC,BOM,48.3,11.77,19.09,72.86
"Mexico City, Mexico - New York, United States Of America",JFK,MEX,40.6,-73.79,19.43,-99.16
"Basel-Mulhouse-Freiburg, Switzerland - Frankfurt, Germany",FRA,BSL,50.1,8.56,47.55,7.59
"Boston, United States Of America - Dublin, Republic Of Ireland",BOS,DUB,42.2,-71,53.34,-6.25
"Hong Kong, Hong Kong - London, United Kingdom",LHR,HKG,51.5,-0.45,22.32,113.94
"Billund, Denmark - London, United Kingdom",LCY,BLL,51.5,0.05,55.75,9.15
"Chicago, United States Of America - Toronto, Canada",YYZ,ORD,43.7,-79.61,41.6,-98.93
"Denver, United States Of America - Newcastle, United Kingdom",NCL,DEN,51.5,-0.45,39.77,-104.86
"Johannesburg, South Africa - Lagos, Nigeria",LOS,JNB,6.6,3.32,-26.13,28.23
"Kiev-borispol, Ukraine - London, United Kingdom",LHR,KBP,51.5,-0.45,50.43,30.55
"Hiroshima, Japan - Tokyo, Japan",HIJ,HND,34.4,132.92,35.55,139.75
"Dublin, Republic Of Ireland - Luxembourg, Luxembourg",LUX,DUB,51.5,0.05,53.34,-6.25
"Ithaca, United States Of America - New York, United States Of America",LGA,ITH,40.8,-73.88,40.03,-75.36
"Entebbe/kampala, Uganda - London, United Kingdom",EBB,LHR,0,32.44,51.47,-0.45
"Minneapolis, United States Of America - New York, United States Of America",MSP,LGA,44.9,-93.2,40.77,-73.88
"Houston, United States Of America - Las Vegas, United States Of America",IAH,LAS,30,-95.34,32.02,-87.96
"Miami, United States Of America - Newark, United States Of America",EWR,MIA,40.7,-74.18,33.4,-110.87
"Atlanta, United States Of America - Washington Dc, United States Of America",ATL,DCA,42.9,-83.53,38.85,-77.04
"Birmingham, United Kingdom - Frankfurt, Germany",FRA,BHX,50.1,8.56,52.45,-1.73
"Chicago, United States Of America - Tokyo, Japan",NRT,ORD,35.8,140.39,41.6,-98.93
"Singapore, Singapore - Tokyo, Japan",SIN,NRT,1.3,103.98,35.75,140.39
"Hong Kong, Hong Kong - Vancouver, Canada",YVR,HKG,49.2,-123.17,22.32,113.94
"Dubai, United Arab Emirates - Kuala Lumpur, Malaysia",DXB,KUL,25.3,55.35,2.76,101.71
"Berlin, Germany - London, United Kingdom",LHR,BER,51.5,-0.45,47.81,9.6
"London, United Kingdom - Sydney, Australia",SYD,LHR,-33.9,151.23,51.47,-0.45
"San Diego, United States Of America - San Jose, United States Of America",SAN,SJC,32.7,-102.18,37.37,-121.93
"New York, United States Of America - San Antonio, United States Of America",SAT,LGA,30,-95.34,40.77,-73.88
"Cologne, Germany - Hamburg, Germany",CGN,HAM,50.9,7.11,53.64,10.01
"London, United Kingdom - Stockholm, Sweden",LCY,ARN,51.5,0.05,60.74,15.85
"Amsterdam, Netherlands - Newcastle, United Kingdom",AMS,NCL,52.3,4.75,55.04,-1.71
"Amsterdam, Netherlands - Nairobi, Kenya",NBO,AMS,-1.3,36.81,52.31,4.75
"Cairo, Egypt - Nairobi, Kenya",NBO,CAI,-1.3,36.81,30.05,31.25
"Doha, Qatar - Tokyo, Japan",DOH,NRT,25.3,51.56,35.75,140.39
"Chicago, United States Of America - Los Angeles, United States Of America",ORD,LAX,41.6,-98.93,34.05,-118.24
"Frankfurt, Germany - Osaka, Japan",FRA,KIX,50.1,8.56,34.43,135.24
"Bombay, India - New York, United States Of America",JFK,BOM,25.3,55.35,19.09,72.86
"Beijing, China - Munich, Germany",PEK,MUC,40.1,116.58,48.34,11.77
"Beijing, China - Seoul, Republic Of Korea",ICN,PEK,37.5,126.66,40.07,116.58
"London, United Kingdom - Santiago, Chile",LCY,SCL,40.5,-3.58,-33.39,-70.79
"Beirut, Lebanon - London, United Kingdom",LHR,BEY,51.5,-0.45,33.82,35.49
"Dar Es Salaam, United Rep. Of Tanzania - Dubai, United Arab Emirates",DXB,DAR,25.3,55.35,-6.88,39.2
"Dublin, Republic Of Ireland - Manchester, United Kingdom",MAN,DUB,53.4,0.1,53.34,-6.25
"New York, United States Of America - Tulsa, United States Of America",TUL,LGA,33.1,-88.31,40.77,-73.88
"Belfast-city, United Kingdom - Edinburgh, United Kingdom",EDI,BHD,56,-3.34,54.61,-5.87
"Chicago, United States Of America - San Francisco, United States Of America",SFO,ORD,37.6,-122.39,41.6,-98.93
"Brussels, Belgium - London, United Kingdom",BRU,LHR,50.9,4.48,51.47,-0.45
"Brussels, Belgium - Frankfurt, Germany",FRA,BRU,50.1,8.56,50.89,4.48
"Atlanta, United States Of America - Houston, United States Of America",IAH,ATL,30,-95.34,42.94,-83.53
"Phoenix, United States Of America - San Francisco, United States Of America",PHX,SFO,33.4,-112.03,37.61,-122.39
"Bombay, India - Newark, United States Of America",BOM,EWR,19.1,72.86,40.69,-74.18
"Manila, Philippines - Tokyo, Japan",NRT,MNL,35.8,140.39,14.51,121.02
"Kuala Lumpur, Malaysia - Singapore, Singapore",SIN,KUL,1.3,103.98,2.76,101.71
"Jakarta-soekarno, Indonesia - Taipei, Taiwan",TPE,CGK,22.3,113.94,-6.13,106.66
"London, United Kingdom - Singapore, Singapore",LHR,SIN,51.5,-0.45,1.34,103.98
"Melbourne, Australia - Singapore, Singapore",SIN,MEL,1.3,103.98,-37.67,144.85
"Bombay, India - San Francisco, United States Of America",BOM,SFO,50.1,8.56,37.61,-122.39
"Geneva, Switzerland - Lagos, Nigeria",GVA,LOS,50.1,8.56,6.58,3.32
"New York, United States Of America - Rio De Janeiro, Brazil",LGA,GIG,33.4,-110.87,-22.81,-43.24
"Amsterdam, Netherlands - London, United Kingdom",AMS,LHR,52.3,4.75,51.47,-0.45
"Chicago, United States Of America - Kansas City, United States Of America",ORD,MCI,41.6,-98.93,39.3,-94.72
"Calgary, Canada - Tokyo, Japan",YYC,NRT,49.2,-123.17,35.75,140.39
"London, United Kingdom - Nassau, Bahamas",LHR,NAS,51.5,-0.45,25.08,-77.34
"Los Angeles, United States Of America - Seoul, Republic Of Korea",ICN,LAX,37.5,126.66,34.05,-118.24
"Los Angeles, United States Of America - San Diego, United States Of America",SAN,LAX,32.7,-102.18,34.05,-118.24
"Bombay, India - London, United Kingdom",BOM,LHR,19.1,72.86,51.47,-0.45
"Los Angeles, United States Of America - New York, United States Of America",LAX,JFK,34.1,-118.24,40.64,-73.79
"Paris, France - San Francisco, United States Of America",SFO,CDG,37.6,-122.39,49.01,2.54
"Amsterdam, Netherlands - Dubai, United Arab Emirates",AMS,DXB,52.3,4.75,25.25,55.35
"Boston, United States Of America - Frankfurt, Germany",BOS,FRA,42.2,-71,50.05,8.56
"Paris, France - Singapore, Singapore",SIN,CDG,1.3,103.98,49.01,2.54
"Jakarta-soekarno, Indonesia - New York, United States Of America",JFK,CGK,1.3,103.98,-6.13,106.66
"Los Angeles, United States Of America - Toronto, Canada",LAX,YYZ,34.1,-118.24,43.68,-79.61
"Brisbane, Australia - Los Angeles, United States Of America",BNE,LAX,-27.4,153.11,34.05,-118.24
"Cairo, Egypt - Geneva, Switzerland",CAI,GVA,30.1,31.25,46.23,6.11
"Johannesburg, South Africa - Sao Paulo, Brazil",GRU,JNB,-23.4,-46.48,-26.13,28.23
"Mombasa, Kenya - Nairobi, Kenya",NBO,MBA,-1.3,36.81,-4,39.72
"Austin, United States Of America - Dallas, United States Of America",DAL,AUS,36.7,-84.09,30.2,-97.67
"New Orleans, United States Of America - New York, United States Of America",JFK,MSY,40.6,-73.79,29.98,-90.26
"New York, United States Of America - Tokyo, Japan",NRT,JFK,35.8,140.39,40.64,-73.79
"Beirut, Lebanon - Dubai, United Arab Emirates",BEY,DXB,33.8,35.49,25.25,55.35
"Sao Paulo, Brazil - Sao Paulo, Brazil",CGH,CGH,-22.9,-43.17,-23.63,-46.66
"Copenhagen, Denmark - Stockholm, Sweden",ARN,CPH,60.7,15.85,55.63,12.64
"Frankfurt, Germany - Seoul, Republic Of Korea",ICN,FRA,37.5,126.66,50.05,8.56
"Hong Kong, Hong Kong - Munich, Germany",MUC,HKG,48.3,11.77,22.32,113.94
"Geneva, Switzerland - Madrid, Spain",GVA,MAD,46.2,6.11,40.46,-3.58
"Brisbane, Australia - Hong Kong, Hong Kong",HKG,BNE,22.3,113.94,-27.4,153.11
"Dubai, United Arab Emirates - Riyadh, Saudi Arabia",DXB,RUH,25.3,55.35,24.94,46.71
"Bangkok, Thailand - London, United Kingdom",LHR,BKK,51.5,-0.45,13.71,100.77
"Frankfurt, Germany - London, United Kingdom",FRA,LHR,50.1,8.56,51.47,-0.45
"Aberdeen, United Kingdom - London, United Kingdom",ABZ,LCY,57.2,-2.2,51.5,0.05
"Gaborone, Botswana - Kasane, Botswana",GBE,BBK,-20,23.43,-17.83,25.16
"London, United Kingdom - Milan, Italy",LHR,LIN,51.5,-0.45,45.47,9.18
"Frankfurt, Germany - Oslo, Norway",FRA,OSL,50.1,8.56,59.91,10.75
"London, United Kingdom - Zurich, Switzerland",LCY,ZRH,51.5,0.05,47.45,8.57
"Beijing, China - London, United Kingdom",PEK,LHR,40.1,116.58,51.47,-0.45
"Seoul, Republic Of Korea - Tokyo, Japan",GMP,HND,37.6,126.79,35.55,139.75
"Istanbul, Turkey - London, United Kingdom",LON,IST,51.5,-0.45,41.04,28.99
"London, United Kingdom - Moscow, Russia",LHR,DME,51.5,-0.45,55.42,37.9
"Beijing, China - Shanghai, China",SHA,PEK,31.2,121.34,40.07,116.58
"Delhi, India - Poona, India",DEL,PNQ,28.7,77.26,18.58,73.91
"Delhi, India - Milan, Italy",MXP,DEL,45.5,9.18,28.66,77.26
"Tokyo, Japan - Washington Dc, United States Of America",NRT,IAD,35.8,140.39,38.96,-77.45
"London, United Kingdom - Santiago, Chile",LHR,SCL,-23.4,-46.48,-33.39,-70.79
"Dar Es Salaam, United Rep. Of Tanzania - Geneva, Switzerland",DAR,GVA,47.5,8.57,46.23,6.11
"Buenos Aires, Argentina - Santiago, Chile",SCL,EZE,-33.4,-70.79,-34.81,-58.54
"Dubai, United Arab Emirates - Tokyo, Japan",DXB,NRT,25.3,55.35,35.75,140.39
"Kansas City, United States Of America - New York, United States Of America",MCI,LGA,39.3,-94.72,40.77,-73.88
"Cork, Republic Of Ireland - London, United Kingdom",ORK,LHR,51.9,-8.49,51.47,-0.45
"Dallas, United States Of America - Sydney, Australia",SYD,DFW,-33.9,151.23,32.87,-97.04
"Dubai, United Arab Emirates - Sydney, Australia",SYD,DXB,-33.9,151.23,25.25,55.35
"London, United Kingdom - Vilnius, Lithuania",STN,VNO,51.9,0.26,54.64,25.28
"Milan, Italy - Poona, India",PNQ,MXP,28.7,77.26,45.47,9.18
"London, United Kingdom - New York, United States Of America",JFK,LCY,40.6,-73.79,51.5,0.05
"London, United Kingdom - New York, United States Of America",JFK,LHR,40.6,-73.79,51.47,-0.45
"Harare, Zimbabwe - Nairobi, Kenya",HRE,NBO,-17.9,31.1,-1.28,36.81
"Bremen, Germany - Frankfurt, Germany",BRE,FRA,53.1,8.78,50.05,8.56
"Newark, United States Of America - Washington Dc, United States Of America",EWR,DCA,40.7,-74.18,38.85,-77.04
"Bombay, India - Calcutta, India",CCU,BOM,22.7,88.44,19.09,72.86
"Geneva, Switzerland - London, United Kingdom",LHR,GVA,51.5,-0.45,46.23,6.11
"Los Angeles, United States Of America - Tokyo, Japan",LAX,HND,34.1,-118.24,35.55,139.75
"Los Angeles, United States Of America - Phoenix, United States Of America",LAX,PHX,34.1,-118.24,33.44,-112.03
"Singapore, Singapore - Zurich, Switzerland",ZRH,SIN,47.5,8.57,1.34,103.98
"Dublin, Republic Of Ireland - Isle Of Man, United Kingdom",IOM,DUB,54.1,-4.63,53.34,-6.25
"New York, United States Of America - Nice, France",NCE,JFK,43.7,7.21,40.64,-73.79
"Basel-Mulhouse-Freiburg, Switzerland - New York, United States Of America",BSL,JFK,50.1,8.56,40.64,-73.79
"Shanghai, China - Tokyo, Japan",PVG,NRT,31.1,121.8,35.75,140.39
"Dubai, United Arab Emirates - Hong Kong, Hong Kong",DXB,HKG,25.3,55.35,22.32,113.94
"London, United Kingdom - New York, United States Of America",LCY,JFK,51.5,0.05,40.64,-73.79
"New York, United States Of America - Warsaw, Poland",WAW,JFK,52.2,20.98,40.64,-73.79
"Atlanta, United States Of America - Tampa, United States Of America",TPA,ATL,28,-82.54,42.94,-83.53
"Los Angeles, United States Of America - Sydney, Australia",LAX,SYD,34.1,-118.24,-33.92,151.23
"Dundee, United Kingdom - London, United Kingdom",DND,LCY,56.5,-3.02,51.5,0.05
"Frankfurt, Germany - Rio De Janeiro, Brazil",FRA,GIG,50.1,8.56,-22.81,-43.24
"Milan, Italy - Paris, France",LIN,ORY,45.5,9.18,48.73,2.37
"Charlotte, United States Of America - Denver, United States Of America",CLT,DEN,35.2,-80.95,39.77,-104.86
"Frankfurt, Germany - Paris, France",FRA,CDG,50.1,8.56,49.01,2.54
"Frankfurt, Germany - Manchester, United Kingdom",FRA,MAN,50.1,8.56,53.37,0.1
"Mahe Island, Seychelles Islands - Mauritius, Mauritius",SEZ,MRU,-4.7,55.52,-20.43,57.68
"Amsterdam, Netherlands - Zurich, Switzerland",AMS,ZRH,52.3,4.75,47.45,8.57
"Madrid, Spain - Rio De Janeiro, Brazil",MAD,RIO,40.5,-3.58,-22.91,-43.45
"Boston, United States Of America - New York, United States Of America",LGA,BOS,40.8,-73.88,42.21,-71
