Normalised City Pair,Departure Code,Arrival Code,Departure_lat,Departure_lon,Arrival_lat,Arrival_lon,Distance
"London, United Kingdom - Singapore, Singapore",LHR,SIN,51.5,-0.45,1.34,103.98,10884.81
"Helsinki, Finland - New York, United States Of America",JFK,HEL,52.3,4.75,60.31,24.97,1523.05
"Frankfurt, Germany - Zurich, Switzerland",FRA,ZRH,50.1,8.56,47.45,8.57,294.75
"Atlanta, United States Of America - New York, United States Of America",JFK,ATL,40.6,-73.79,42.94,-83.53,848.28
"London, United Kingdom - Taipei, Taiwan",LHR,TPE,50.1,8.56,25.08,121.24,9364.49
"Lisbon, Portugal - Sao Paulo, Brazil",SAO,LIS,-14.2,-51.41,38.77,-9.13,7348.77
"Brisbane, Australia - Melbourne, Australia",BNE,MEL,-27.4,153.11,-37.67,144.85,1378.72
"Dubai, United Arab Emirates - Milan, Italy",DXB,MXP,25.3,55.35,45.47,9.18,4665.96
"Los Angeles, United States Of America - Miami, United States Of America",LAX,MIA,34.1,-118.24,33.4,-110.87,685.87
"Dubai, United Arab Emirates - Madras, India",DXB,MAA,25.3,55.35,13.05,80.23,2939.53
"Frankfurt, Germany - Madras, India",FRA,MAA,50.1,8.56,13.05,80.23,7596.76
"Toronto, Canada - Washington Dc, United States Of America",DCA,YYZ,38.9,-77.04,43.68,-79.61,573.33
"Hong Kong, Hong Kong - Singapore, Singapore",SIN,HKG,1.3,103.98,22.32,113.94,2574.27
"Atlanta, United States Of America - Washington Dc, United States Of America",ATL,IAD,42.9,-83.53,38.96,-77.45,672.79
"Edinburgh, United Kingdom - Manchester, United Kingdom",EDI,MAN,56,-3.34,53.37,0.1,366.64
"Belfast-city, United Kingdom - Birmingham, United Kingdom",BHD,BHX,54.6,-5.87,52.45,-1.73,363.38
"London, United Kingdom - Paris, France",CDG,LHR,49,2.54,51.47,-0.45,347.40
"Bombay, India - Dubai, United Arab Emirates",BOM,DXB,19.1,72.86,25.25,55.35,1926.73
"Hong Kong, Hong Kong - Zurich, Switzerland",ZRH,HKG,47.5,8.57,22.32,113.94,9280.02
"Lisbon, Portugal - Maputo, Mozambique",LIS,MPM,38.8,-9.13,-25.92,32.57,8403.70
"London, United Kingdom - Rabat, Morocco",LHR,RBA,49,2.54,30.74,-6.45,2167.46
"Rio De Janeiro, Brazil - Sao Paulo, Brazil",GRU,GIG,-23.4,-46.48,-22.81,-43.24,337.89
"Karachi, Pakistan - London, United Kingdom",KHI,LHR,24.9,67.15,51.47,-0.45,6339.58
"Los Angeles, United States Of America - Sydney, Australia",SYD,LAX,-33.9,151.23,34.05,-118.24,12077.11
"Paris, France - Singapore, Singapore",SIN,CDG,1.3,103.98,49.01,2.54,10731.64
"Copenhagen, Denmark - Helsinki, Finland",CPH,HEL,55.6,12.64,60.31,24.97,894.36
"Madrid, Spain - Santiago De Compostela, Spain",MAD,SCQ,40.5,-3.58,42.9,-8.42,482.38
"Delhi, India - Hong Kong, Hong Kong",HKG,DEL,22.3,113.94,28.66,77.26,3735.31
"Amman, Jordan - Dubai, United Arab Emirates",AMM,DXB,32,35.94,25.25,55.35,2034.44
"Los Angeles, United States Of America - San Diego, United States Of America",SAN,LAX,32.7,-102.18,34.05,-118.24,1497.69
"Boston, United States Of America - Doha, Qatar",DOH,BOS,51.5,-0.45,42.21,-71,5250.84
"Austin, United States Of America - Tokyo, Japan",AUS,NRT,32.9,-97.04,35.75,140.39,10325.79
"Taipei-sung Shan, Taiwan - Tokyo, Japan",HND,TSA,35.6,139.75,25.06,121.55,2098.37
"Stockholm, Sweden - Zurich, Switzerland",ARN,ZRH,60.7,15.85,47.45,8.57,1546.18
"New York, United States Of America - Seoul, Republic Of Korea",JFK,ICN,40.6,-73.79,37.45,126.66,11093.01
"Frankfurt, Germany - Tel Aviv-yafo, Israel",FRA,TLV,50.1,8.56,32.01,34.89,2958.81
"Addis Ababa, Ethiopia - Johannesburg, South Africa",JNB,ADD,-26.1,28.23,8.98,38.8,4065.73
"Boston, United States Of America - New York, United States Of America",BOS,LGA,42.2,-71,40.77,-73.88,287.87
"New Orleans, United States Of America - Newark, United States Of America",MSY,EWR,30,-90.26,40.69,-74.18,1876.65
"Geneva, Switzerland - Paris, France",CDG,GVA,49,2.54,46.23,6.11,408.04
"Atlanta, United States Of America - Mexico City, Mexico",MEX,ATL,19.4,-99.16,42.94,-83.53,2999.72
"Montpellier, France - Paris, France",MPL,ORY,43.6,3.96,48.73,2.37,583.55
"Hong Kong, Hong Kong - London, United Kingdom",HKG,LHR,22.3,113.94,51.47,-0.45,9635.13
"Boston, United States Of America - London, United Kingdom",LHR,BOS,51.5,-0.45,42.21,-71,5250.84
"Bombay, India - New York, United States Of America",BOM,JFK,19.1,72.86,40.64,-73.79,12534.80
"Lisbon, Portugal - Miami, United States Of America",MIA,LIS,51.5,-0.45,38.77,-9.13,1568.60
"San Jose, United States Of America - Sao Paulo, Brazil",SJC,GRU,32.9,-97.04,-23.42,-46.48,8244.59
"Doha, Qatar - New York, United States Of America",DOH,JFK,25.3,51.56,40.64,-73.79,10767.82
"Munich, Germany - Newark, United States Of America",MUC,EWR,48.3,11.77,40.69,-74.18,6507.42
"Singapore, Singapore - Zurich, Switzerland",SIN,ZRH,1.3,103.98,47.45,8.57,10310.17
"Malaga, Spain - New York, United States Of America",JFK,AGP,40.6,-73.79,36.68,-4.49,5877.73
"Frankfurt, Germany - Vienna, Austria",VIE,FRA,48.2,16.37,50.05,8.56,604.21
"Dublin, Republic Of Ireland - Milan, Italy",DUB,LIN,53.3,-6.25,45.47,9.18,1411.53
"Lisbon, Portugal - London, United Kingdom",LHR,LIS,51.5,-0.45,38.77,-9.13,1568.60
"Milan, Italy - Newark, United States Of America",LIN,EWR,51.5,-0.45,40.69,-74.18,5563.90
"Singapore, Singapore - Taipei, Taiwan",TPE,SIN,25.1,121.24,1.34,103.98,3227.49
"Jakarta-soekarno, Indonesia - Singapore, Singapore",CGK,SIN,-6.1,106.66,1.34,103.98,879.42
"Manchester, United Kingdom - Philadelphia, United States Of America",PHL,MAN,45.1,-89.01,53.37,0.1,6106.46
"Berlin, Germany - Frankfurt, Germany",FRA,TXL,50.1,8.56,52.55,13.29,426.86
"Cape Town, South Africa - Singapore, Singapore",SIN,CPT,1.3,103.98,-33.97,18.59,9666.31
"Lisbon, Portugal - Philadelphia, United States Of America",PHL,LIS,45.1,-89.01,38.77,-9.13,6373.11
"Charleston, United States Of America - New York, United States Of America",LGA,CHS,40.8,-73.88,32.88,-80.04,1036.96
"Newark, United States Of America - Richmond, United States Of America",EWR,RIC,40.7,-74.18,45.75,-94.22,1713.06
"Madrid, Spain - Sao Paulo, Brazil",MAD,SAO,40.5,-3.58,-14.24,-51.41,7833.07
"Manchester, United Kingdom - Vilnius, Lithuania",MAN,VNO,50.1,8.56,54.64,25.28,1238.73
"Bombay, India - Hong Kong, Hong Kong",HKG,BOM,22.3,113.94,19.09,72.86,4276.51
"Dubai, United Arab Emirates - Gaborone, Botswana",DXB,GBE,-26.1,28.23,-24.56,25.93,287.75
"Newark, United States Of America - Turin, Italy",TRN,EWR,48.3,11.77,40.69,-74.18,6507.42
"Lisbon, Portugal - Sao Paulo, Brazil",VCP,LIS,-23,-47.14,38.77,-9.13,7929.22
"Dubai, United Arab Emirates - Tokyo, Japan",NRT,DXB,35.8,140.39,25.25,55.35,7981.92
"Boston, United States Of America - Dallas, United States Of America",BOS,DFW,42.2,-71,32.87,-97.04,2507.08
"Durban, South Africa - Johannesburg, South Africa",DUR,JNB,-30,30.95,-26.13,28.23,506.46
"New York, United States Of America - West Palm Beach, United States Of America",PBI,JFK,26.7,-80.09,40.64,-73.79,1655.32
"Dar Es Salaam, United Rep. Of Tanzania - Gaborone, Botswana",GBE,DAR,-26.1,28.23,-6.88,39.2,2433.57
"Los Angeles, United States Of America - Singapore, Singapore",SIN,LAX,1.3,103.98,34.05,-118.24,14117.14
"Madrid, Spain - Paris, France",ORY,MAD,48.7,2.37,40.46,-3.58,1029.84
"Atlanta, United States Of America - Dallas, United States Of America",ATL,DFW,42.9,-83.53,32.87,-97.04,1624.34
"Glasgow, United Kingdom - Johannesburg, South Africa",GLA,JNB,51.5,-0.45,-26.13,28.23,9078.82
"Bari, Italy - Milan, Italy",BRI,LIN,41.1,16.87,45.47,9.18,789.29
"Entebbe/kampala, Uganda - Johannesburg, South Africa",JNB,EBB,-26.1,28.23,0.04,32.44,2942.31
"London, United Kingdom - Nice, France",LCY,NCE,51.5,0.05,43.67,7.21,1022.12
"Copenhagen, Denmark - London, United Kingdom",LHR,CPH,51.5,-0.45,55.63,12.64,977.00
"Beirut, Lebanon - Cairo, Egypt",CAI,BEY,30.1,31.25,33.82,35.49,575.45
"Guernsey -channel Isl., United Kingdom - Manchester, United Kingdom",MAN,GCI,53.4,0.1,49.43,-2.6,479.56
"Atlanta, United States Of America - Paris, France",ATL,CDG,42.9,-83.53,49.01,2.54,6323.79
"Dubai, United Arab Emirates - Lisbon, Portugal",DXB,LIS,49,2.54,38.77,-9.13,1469.57
"Alma Ata, Kazakhstan - Atyrau, Kazakhstan",ALA,GUW,43.4,77.03,47.11,51.85,2005.00
"Bahrain, Bahrain - Muscat, Oman",MCT,BAH,23.6,58.29,26.27,50.63,827.48
"Brisbane, Australia - Los Angeles, United States Of America",LAX,BNE,34.1,-118.24,-27.4,153.11,11559.41
"Houston, United States Of America - Pittsburgh, United States Of America",IAH,PIT,30,-95.34,48.72,-94.74,2082.78
"Manchester, United Kingdom - Portland, United States Of America",PDX,MAN,52.3,4.75,53.37,0.1,334.27
"Paris, France - Singapore, Singapore",CDG,SIN,49,2.54,1.34,103.98,10728.43
"Johannesburg, South Africa - Nice, France",JNB,NCE,49,2.54,43.67,7.21,692.56
"Dubai, United Arab Emirates - Madras, India",DXB,MAA,25.3,55.35,13.05,80.23,2939.53
"Alma Ata, Kazakhstan - Zurich, Switzerland",ZRH,ALA,50.1,8.56,43.36,77.03,5087.87
"Bombay, India - London, United Kingdom",LHR,BOM,51.5,-0.45,19.09,72.86,7213.62
"Dubai, United Arab Emirates - Riyadh, Saudi Arabia",DXB,RUH,25.3,55.35,24.94,46.71,870.87
"Chicago, United States Of America - Detroit, United States Of America",DTW,ORD,37.3,-107.75,41.6,-98.93,895.16
"Hamburg, Germany - Newark, United States Of America",EWR,HAM,51.5,-0.45,53.64,10.01,745.28
"Bombay, India - Poona, India",BOM,PNQ,19.1,72.86,18.58,73.91,124.75
"Basel-Mulhouse-Freiburg, Switzerland - San Francisco, United States Of America",SFO,BSL,50.1,8.56,47.55,7.59,292.38
"London, United Kingdom - Sydney, Australia",SYD,LHR,-33.9,151.23,51.47,-0.45,17024.07
"Doha, Qatar - Sao Paulo, Brazil",DOH,GRU,25.3,51.56,-23.42,-46.48,11858.08
"Dubai, United Arab Emirates - Washington Dc, United States Of America",DXB,IAD,40.6,-73.79,38.96,-77.45,362.10
"Hanover, Germany - Munich, Germany",HAJ,MUC,52.5,9.7,48.34,11.77,485.35
"Amsterdam, Netherlands - Hanover, Germany",AMS,HAJ,52.3,4.75,52.46,9.7,336.48
"Frankfurt, Germany - Munich, Germany",MUC,FRA,48.3,11.77,50.05,8.56,303.87
"Amsterdam, Netherlands - Zurich, Switzerland",AMS,ZRH,52.3,4.75,47.45,8.57,604.76
"Chicago, United States Of America - Montreal, Canada",YUL,ORD,45.5,-73.75,41.6,-98.93,2066.61
"Milan, Italy - Trieste, Italy",LIN,TRS,45.5,9.18,45.65,13.77,357.70
"Boston, United States Of America - Denver, United States Of America",BOS,DEN,42.2,-71,39.77,-104.86,2837.06
"Johannesburg, South Africa - Nairobi, Kenya",NBO,JNB,-1.3,36.81,-26.13,28.23,2910.46
"Abu Dhabi, United Arab Emirates - Manchester, United Kingdom",AUH,MAN,24.4,54.64,53.37,0.1,5528.38
"Abu Dhabi, United Arab Emirates - Manila, Philippines",MNL,AUH,14.5,121.02,24.42,54.64,6987.74
"Lima, Peru - Santiago, Chile",LIM,SCL,-12,-77.11,-33.39,-70.79,2464.40
"Santa Ana, United States Of America - Sao Paulo, Brazil",GRU,SNA,32.9,-97.04,37.41,-86.16,1108.30
"Hamburg, Germany - London, United Kingdom",LGW,HAM,51.2,-0.16,53.64,10.01,740.50
"London, United Kingdom - Pittsburgh, United States Of America",LHR,PIT,39,-77.45,48.72,-94.74,1751.32
"Dallas, United States Of America - New York, United States Of America",DFW,LGA,32.9,-97.04,40.77,-73.88,2231.16
"Hong Kong, Hong Kong - London, United Kingdom",HKG,LHR,22.3,113.94,51.47,-0.45,9635.13
"Sydney, Australia - Tokyo, Japan",NRT,SYD,35.8,140.39,-33.92,151.23,7836.10
"Melbourne, Australia - Sydney, Australia",MEL,SYD,-37.7,144.85,-33.92,151.23,712.40
"Hong Kong, Hong Kong - Los Angeles, United States Of America",LAX,HKG,34.1,-118.24,22.32,113.94,11665.38
"Denver, United States Of America - Los Angeles, United States Of America",DEN,LAX,39.8,-104.86,34.05,-118.24,1348.66
"Geneva, Switzerland - Houston, United States Of America",IAH,GVA,40.7,-74.18,46.23,6.11,6227.47
"Dubai, United Arab Emirates - Melbourne, Australia",MEL,DXB,-37.7,144.85,25.25,55.35,11651.03
"London, United Kingdom - Los Angeles, United States Of America",LHR,LAX,51.5,-0.45,34.05,-118.24,8741.98
"Accra, Ghana - Lagos, Nigeria",LOS,ACC,6.6,3.32,5.6,-0.17,401.68
"Tel Aviv-yafo, Israel - Zurich, Switzerland",ZRH,TLV,47.5,8.57,32.01,34.89,2810.95
"San Francisco, United States Of America - Shanghai, China",PVG,SFO,31.1,121.8,37.61,-122.39,9883.54
"Newark, United States Of America - San Francisco, United States Of America",SFO,EWR,37.6,-122.39,40.69,-74.18,4120.65
"Albuquerque, United States Of America - San Francisco, United States Of America",ABQ,SFO,39.8,-104.86,37.61,-122.39,1538.38
"Manila, Philippines - New York, United States Of America",MNL,JFK,14.5,121.02,40.64,-73.79,13700.06
"New York, United States Of America - Panama City, Panama",JFK,PTY,40.6,-73.79,9.07,-79.38,3550.18
"Boston, United States Of America - Toronto, Canada",BOS,YYZ,42.2,-71,43.68,-79.61,719.77
"Cape Town, South Africa - George, South Africa",CPT,GRJ,-34,18.59,-34,22.38,349.46
"Munich, Germany - Zurich, Switzerland",MUC,ZRH,48.3,11.77,47.45,8.57,256.75
"Perth, Australia - Sydney, Australia",SYD,PER,-33.9,151.23,-31.94,115.97,3283.25
"Johannesburg, South Africa - Washington Dc, United States Of America",JNB,IAD,-26.1,28.23,38.96,-77.45,13094.97
"Amsterdam, Netherlands - Geneva, Switzerland",GVA,AMS,46.2,6.11,52.31,4.75,686.69
"Bogota, Colombia - Santiago, Chile",SCL,BOG,-33.4,-70.79,4.7,-74.14,4252.38
"Seoul, Republic Of Korea - Zurich, Switzerland",ICN,ZRH,48.3,11.77,47.45,8.57,256.75
"Austin, United States Of America - New York, United States Of America",AUS,LGA,32.9,-97.04,40.77,-73.88,2231.16
"Doha, Qatar - Geneva, Switzerland",GVA,DOH,46.2,6.11,25.27,51.56,4632.72
"London, United Kingdom - Lugano, Switzerland",LCY,LUG,47.5,8.57,46,8.91,168.84
"Belfast, United Kingdom - Glasgow, United Kingdom",BFS,GLA,54.7,-6.22,55.86,-4.43,171.76
"Calgary, Canada - Edmonton, Canada",YYC,YEG,51.1,-114.01,53.31,-113.58,247.55
"Moscow, Russia - Tselinograd, Kazakhstan",SVO,TSE,56,37.42,51.03,71.48,2293.98
"East Midlands, United Kingdom - Glasgow, United Kingdom",EMA,GLA,52.8,-1.33,55.86,-4.43,395.21
"Dubai, United Arab Emirates - Lisbon, Portugal",LIS,DXB,38.8,-9.13,25.25,55.35,6137.71
"Newark, United States Of America - Poona, India",PNQ,EWR,50.1,8.56,40.69,-74.18,6209.92
"Melbourne, Australia - Perth, Australia",PER,MEL,-31.9,115.97,-37.67,144.85,2703.48
"Athens, Greece - Milan, Italy",MXP,ATH,45.5,9.18,37.89,23.72,1471.04
"Denver, United States Of America - San Francisco, United States Of America",DEN,SFO,39.8,-104.86,37.61,-122.39,1538.38
"Beijing, China - Singapore, Singapore",PEK,SIN,40.1,116.58,1.34,103.98,4495.31
"Cape Town, South Africa - London, United Kingdom",CPT,LHR,-34,18.59,51.47,-0.45,9686.95
"Madras, India - Tokyo, Japan",NRT,MAA,1.3,103.98,13.05,80.23,2924.11
"Newcastle, United Kingdom - Southampton, United Kingdom",SOU,NCL,51,-1.36,55.04,-1.71,449.96
"Houston, United States Of America - San Jose Del Cabo, Mexico",IAH,SJD,30,-95.34,23.16,-109.72,1618.14
"Hamburg, Germany - London, United Kingdom",HAM,LHR,53.6,10.01,51.47,-0.45,745.46
"Dusseldorf, Germany - London, United Kingdom",DUS,LHR,51.3,6.78,51.47,-0.45,502.02
"Luxembourg, Luxembourg - Milan, Italy",LUX,MXP,49.6,6.21,45.47,9.18,510.54
"Houston, United States Of America - San Antonio, United States Of America",IAH,SAT,30,-95.34,37.91,-89.45,1033.51
"Los Angeles, United States Of America - Minneapolis, United States Of America",MSP,LAX,44.9,-93.2,34.05,-118.24,2450.74
"Philadelphia, United States Of America - Phoenix, United States Of America",PHL,PHX,44.9,-93.2,33.44,-112.03,2055.57
"Florence, Italy - Frankfurt, Germany",FRA,FLR,50.1,8.56,43.8,11.2,728.71
"Leeds/bradford, United Kingdom - Southampton, United Kingdom",SOU,LBA,51,-1.36,53.87,-1.66,319.87
"London, United Kingdom - Rio De Janeiro, Brazil",GIG,LHR,-22.8,-43.24,51.47,-0.45,9254.91
"Burbank, United States Of America - San Francisco, United States Of America",BUR,SFO,34.2,-118.35,37.61,-122.39,525.56
"Madrid, Spain - Singapore, Singapore",MAD,SIN,50.1,8.56,1.34,103.98,10282.13
"Dubai, United Arab Emirates - Riyadh, Saudi Arabia",RUH,DXB,24.9,46.71,25.25,55.35,871.14
"London, United Kingdom - Riyadh, Saudi Arabia",LHR,RUH,51.5,-0.45,24.94,46.71,4944.47
"Helsinki, Finland - Stockholm, Sweden",ARN,HEL,60.7,15.85,60.31,24.97,500.90
"Detroit, United States Of America - New York, United States Of America",DTW,JFK,37.3,-107.75,40.64,-73.79,2941.69
"Brasilia, Brazil - Rio De Janeiro, Brazil",GIG,BSB,-22.8,-43.24,-15.86,-47.91,914.15
"Brasilia, Brazil - Sao Paulo, Brazil",BSB,GRU,-15.9,-47.91,-23.42,-46.48,849.70
"Lima, Peru - Sao Paulo, Brazil",GRU,LIM,-23.4,-46.48,-12.02,-77.11,3473.53
"Jakarta-soekarno, Indonesia - Tokyo, Japan",CGK,NRT,-6.1,106.66,35.75,140.39,5837.06
"Johannesburg, South Africa - Mahe Island, Seychelles Islands",SEZ,JNB,-20.4,57.68,-26.13,28.23,3068.92
"Johannesburg, South Africa - Pietermaritzburg, South Africa",PZB,JNB,-29.6,30.39,-26.13,28.23,440.51
"London, United Kingdom - Malaga, Spain",AGP,LGW,36.7,-4.49,51.16,-0.16,1644.56
"Frankfurt, Germany - Riyadh, Saudi Arabia",RUH,FRA,24.9,46.71,50.05,8.56,4300.80
"Johannesburg, South Africa - Sydney, Australia",SYD,JNB,-33.9,151.23,-26.13,28.23,11035.83
"Hong Kong, Hong Kong - Istanbul, Turkey",HKG,IST,22.3,113.94,41.04,28.99,7997.86
"Paris, France - Singapore, Singapore",CDG,SIN,49,2.54,1.34,103.98,10728.43
"New York, United States Of America - Raleigh/durham, United States Of America",RDU,JFK,35.9,-78.79,40.64,-73.79,684.27
"Houston, United States Of America - Manchester, United Kingdom",IAH,MAN,30,-95.34,53.37,0.1,7716.21
"Bombay, India - Dubai, United Arab Emirates",BOM,DXB,19.1,72.86,25.25,55.35,1926.73
"Los Angeles, United States Of America - Tokyo, Japan",LAX,NRT,34.1,-118.24,35.75,140.39,8759.23
"Jersey-channel Islands, United Kingdom - Manchester, United Kingdom",MAN,JER,53.4,0.1,49.21,-2.19,492.42
"Delhi, India - Poona, India",DEL,PNQ,28.7,77.26,18.58,73.91,1176.02
"Newark, United States Of America - San Jose, Costa Rica",EWR,SJO,40.7,-74.18,9.99,-84.21,3555.58
"Hong Kong, Hong Kong - Singapore, Singapore",SIN,HKG,1.3,103.98,22.32,113.94,2574.27
"Frankfurt, Germany - Poona, India",FRA,PNQ,50.1,8.56,18.58,73.91,6688.07
"Bombay, India - Zurich, Switzerland",BOM,ZRH,19.1,72.86,47.45,8.57,6538.30
"Glasgow, United Kingdom - London, United Kingdom",GLA,LHR,55.9,-4.43,51.47,-0.45,557.92
"Sydney, Australia - Toronto, Canada",SYD,YYZ,34.1,-118.24,43.68,-79.61,3474.49
"Jakarta-soekarno, Indonesia - Singapore, Singapore",SIN,CGK,1.3,103.98,-6.13,106.66,878.37
"Bogota, Colombia - Medellin, Colombia",MDE,BOG,6.2,-75.43,4.7,-74.14,219.63
"Delhi, India - San Francisco, United States Of America",SFO,DEL,50.1,8.56,28.66,77.26,6126.59
"Newark, United States Of America - Salt Lake City, United States Of America",EWR,SLC,40.7,-74.18,40.76,-111.89,3153.47
"Dubai, United Arab Emirates - Muscat, Oman",MCT,DXB,23.6,58.29,25.25,55.35,349.74
"Atlanta, United States Of America - Nashville, United States Of America",BNA,ATL,36.1,-86.67,42.94,-83.53,806.91
"London, United Kingdom - Milan, Italy",LHR,LIN,51.5,-0.45,45.47,9.18,975.16
"Madrid, Spain - Vigo, Spain",VGO,MAD,42.2,-8.63,40.46,-3.58,463.96
"Frankfurt, Germany - Poona, India",PNQ,FRA,18.6,73.91,50.05,8.56,6685.79
"Cairo, Egypt - Dubai, United Arab Emirates",CAI,DXB,30.1,31.25,25.25,55.35,2429.41
"Moscow, Russia - Paris, France",SVO,CDG,56,37.42,49.01,2.54,2455.63
"San Diego, United States Of America - San Francisco, United States Of America",SFO,SAN,37.6,-122.39,32.7,-102.18,1912.69
"Chicago, United States Of America - San Francisco, United States Of America",ORD,SFO,41.6,-98.93,37.61,-122.39,2051.97
"Chicago, United States Of America - New York, United States Of America",LGA,ORD,40.8,-73.88,41.6,-98.93,2090.91
"New York, United States Of America - Paris, France",CDG,JFK,49,2.54,40.64,-73.79,5835.88
"London, United Kingdom - San Diego, United States Of America",SAN,LHR,30,-95.34,51.47,-0.45,7764.56
"Dubai, United Arab Emirates - London, United Kingdom",LHR,DXB,51.5,-0.45,25.25,55.35,5498.48
"Bombay, India - Munich, Germany",MUC,BOM,48.3,11.77,19.09,72.86,6313.56
"Mexico City, Mexico - New York, United States Of America",JFK,MEX,40.6,-73.79,19.43,-99.16,3369.36
"Basel-Mulhouse-Freiburg, Switzerland - Frankfurt, Germany",FRA,BSL,50.1,8.56,47.55,7.59,292.38
"Boston, United States Of America - Dublin, Republic Of Ireland",BOS,DUB,42.2,-71,53.34,-6.25,4818.40
"Hong Kong, Hong Kong - London, United Kingdom",LHR,HKG,51.5,-0.45,22.32,113.94,9631.51
"Billund, Denmark - London, United Kingdom",LCY,BLL,51.5,0.05,55.75,9.15,763.03
"Chicago, United States Of America - Toronto, Canada",YYZ,ORD,43.7,-79.61,41.6,-98.93,1593.96
"Denver, United States Of America - Newcastle, United Kingdom",NCL,DEN,51.5,-0.45,39.77,-104.86,7515.47
"Johannesburg, South Africa - Lagos, Nigeria",LOS,JNB,6.6,3.32,-26.13,28.23,4525.68
"Kiev-borispol, Ukraine - London, United Kingdom",LHR,KBP,51.5,-0.45,50.43,30.55,2158.52
"Hiroshima, Japan - Tokyo, Japan",HIJ,HND,34.4,132.92,35.55,139.75,635.34
"Dublin, Republic Of Ireland - Luxembourg, Luxembourg",LUX,DUB,51.5,0.05,53.34,-6.25,473.61
"Ithaca, United States Of America - New York, United States Of America",LGA,ITH,40.8,-73.88,40.03,-75.36,151.80
"Entebbe/kampala, Uganda - London, United Kingdom",EBB,LHR,0,32.44,51.47,-0.45,6502.40
"Minneapolis, United States Of America - New York, United States Of America",MSP,LGA,44.9,-93.2,40.77,-73.88,1636.90
"Houston, United States Of America - Las Vegas, United States Of America",IAH,LAS,30,-95.34,32.02,-87.96,738.34
"Miami, United States Of America - Newark, United States Of America",EWR,MIA,40.7,-74.18,33.4,-110.87,3330.75
"Atlanta, United States Of America - Washington Dc, United States Of America",ATL,DCA,42.9,-83.53,38.85,-77.04,707.32
"Birmingham, United Kingdom - Frankfurt, Germany",FRA,BHX,50.1,8.56,52.45,-1.73,761.39
"Chicago, United States Of America - Tokyo, Japan",NRT,ORD,35.8,140.39,41.6,-98.93,9507.02
"Singapore, Singapore - Tokyo, Japan",SIN,NRT,1.3,103.98,35.75,140.39,5363.66
"Hong Kong, Hong Kong - Vancouver, Canada",YVR,HKG,49.2,-123.17,22.32,113.94,10270.13
"Dubai, United Arab Emirates - Kuala Lumpur, Malaysia",DXB,KUL,25.3,55.35,2.76,101.71,5553.02
"Berlin, Germany - London, United Kingdom",LHR,BER,51.5,-0.45,47.81,9.6,830.92
"London, United Kingdom - Sydney, Australia",SYD,LHR,-33.9,151.23,51.47,-0.45,17024.07
"San Diego, United States Of America - San Jose, United States Of America",SAN,SJC,32.7,-102.18,37.37,-121.93,1868.15
"New York, United States Of America - San Antonio, United States Of America",SAT,LGA,30,-95.34,40.77,-73.88,2275.70
"Cologne, Germany - Hamburg, Germany",CGN,HAM,50.9,7.11,53.64,10.01,363.03
"London, United Kingdom - Stockholm, Sweden",LCY,ARN,51.5,0.05,60.74,15.85,1412.75
"Amsterdam, Netherlands - Newcastle, United Kingdom",AMS,NCL,52.3,4.75,55.04,-1.71,523.19
"Amsterdam, Netherlands - Nairobi, Kenya",NBO,AMS,-1.3,36.81,52.31,4.75,6673.13
"Cairo, Egypt - Nairobi, Kenya",NBO,CAI,-1.3,36.81,30.05,31.25,3536.50
"Doha, Qatar - Tokyo, Japan",DOH,NRT,25.3,51.56,35.75,140.39,8303.36
"Chicago, United States Of America - Los Angeles, United States Of America",ORD,LAX,41.6,-98.93,34.05,-118.24,1887.14
"Frankfurt, Germany - Osaka, Japan",FRA,KIX,50.1,8.56,34.43,135.24,9258.47
"Bombay, India - New York, United States Of America",JFK,BOM,25.3,55.35,19.09,72.86,1928.84
"Beijing, China - Munich, Germany",PEK,MUC,40.1,116.58,48.34,11.77,7723.07
"Beijing, China - Seoul, Republic Of Korea",ICN,PEK,37.5,126.66,40.07,116.58,918.88
"London, United Kingdom - Santiago, Chile",LCY,SCL,40.5,-3.58,-33.39,-70.79,10722.31
"Beirut, Lebanon - London, United Kingdom",LHR,BEY,51.5,-0.45,33.82,35.49,3483.17
"Dar Es Salaam, United Rep. Of Tanzania - Dubai, United Arab Emirates",DXB,DAR,25.3,55.35,-6.88,39.2,3983.05
"Dublin, Republic Of Ireland - Manchester, United Kingdom",MAN,DUB,53.4,0.1,53.34,-6.25,421.32
"New York, United States Of America - Tulsa, United States Of America",TUL,LGA,33.1,-88.31,40.77,-73.88,1537.48
"Belfast-city, United Kingdom - Edinburgh, United Kingdom",EDI,BHD,56,-3.34,54.61,-5.87,222.59
"Chicago, United States Of America - San Francisco, United States Of America",SFO,ORD,37.6,-122.39,41.6,-98.93,2052.35
"Brussels, Belgium - London, United Kingdom",BRU,LHR,50.9,4.48,51.47,-0.45,349.43
"Brussels, Belgium - Frankfurt, Germany",FRA,BRU,50.1,8.56,50.89,4.48,301.71
"Atlanta, United States Of America - Houston, United States Of America",IAH,ATL,30,-95.34,42.94,-83.53,1781.40
"Phoenix, United States Of America - San Francisco, United States Of America",PHX,SFO,33.4,-112.03,37.61,-122.39,1047.57
"Bombay, India - Newark, United States Of America",BOM,EWR,19.1,72.86,40.69,-74.18,12548.63
"Manila, Philippines - Tokyo, Japan",NRT,MNL,35.8,140.39,14.51,121.02,3054.59
"Kuala Lumpur, Malaysia - Singapore, Singapore",SIN,KUL,1.3,103.98,2.76,101.71,300.06
